auc_index,Marca_raw,Modelo_raw,value,AnoModelo,lote,leilao_id,details,details_url,score,fipe_Marca,fipe_Modelo,fipe_AnoModelo,fipe_CodigoFipe,fipe_CodigoModelo,fipe_Valor_num,value_fipe_ratio,max_reasonable_value,comparison_status
14,FORD,KA  SE 1.0 HA C,21000.0,2019,043,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=43,52.63157894736842,Ford,Ka 1.0 SEL TiVCT Flex 5p,2019,003409-6,6914,45266.0,0.4639243582379711,38476.1,ok
16,VW,VOYAGE MPI,30000.0,2023,050,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=50,75.0,VW - VolksWagen,VOYAGE 1.0 Flex 12V 4p,2023,005492-5,8325,60548.0,0.4954746647288102,51465.799999999996,ok
17,FIAT,MOBI LIKE,29500.0,2024,069,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=69,100.0,Fiat,MOBI LIKE 1.0 Fire Flex 5p.,2024,001461-3,7540,56411.0,0.5229476520536774,47949.35,ok
18,CHEVROLET,ONIX 1.4AT ADV,37000.0,2019,070,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=70,48.0,GM - Chevrolet,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,2019,004472-5,7690,66078.0,0.5599443082417749,56166.299999999996,ok
20,FORD,KA SE 1.0 HA C,23000.0,2020,076,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=76,50.0,Ford,Ka 1.0 S TiVCT Flex 5p,2020,003448-7,8149,48125.0,0.4779220779220779,40906.25,ok
21,CHEV,SPIN 1.8L AT ACT7,48500.0,2019,077,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=77,45.283018867924525,GM - Chevrolet,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,2019,004472-5,7690,66078.0,0.7339810526952995,56166.299999999996,ok
22,VW,GOL MPI,27000.0,2023,078,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=78,60.0,VW - VolksWagen,Polo 1.0 MPI Flex 12V 5p,2023,005533-6,10107,69428.0,0.38889208964682837,59013.799999999996,ok
23,VW,GOL MPI,28000.0,2023,080,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=80,60.0,VW - VolksWagen,Polo 1.0 MPI Flex 12V 5p,2023,005533-6,10107,69428.0,0.4032955003744887,59013.799999999996,ok
24,FORD,KA SE 1.0 SD C,21000.0,2019,081,7822,FINANCEIRA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=81,50.0,Ford,Ka 1.0 S TiVCT Flex 5p,2019,003448-7,8149,43850.0,0.4789053591790194,37272.5,ok
26,CHEV,ONIX PLUS 10TAT PR2,7400.0,2023,130,7822,SEGURADORA SUCATA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=130,45.283018867924525,GM - Chevrolet,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2023,004517-9,8949,66395.0,0.11145417576624746,56435.75,ok
27,VW,NIVUS HL TSI,6400.0,2023,138,7822,SEGURADORA SUCATA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=138,40.0,VW - VolksWagen,Polo 1.0 TSI Flex 12V 5p,2023,005534-4,10108,76985.0,0.08313307787231279,65437.25,ok
29,FIAT,FIORINO 1.4 FLEX,3600.0,2019,143,7822,SEGURADORA SUCATA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=143,43.75,Fiat,ARGO 1.0 6V Flex,2019,001509-1,11401,50570.0,0.07118845165117658,42984.5,ok
32,RENAULT,KWID ZEN 10MT,12000.0,2020,155,7822,SEGURADORA SINISTRO/MÉDIA MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=155,47.61904761904762,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,2020,025266-2,8023,38186.0,0.3142512962865972,32458.1,ok
33,CHEV,ONIX PLUS 10MT LT1,24500.0,2024,156,7822,SEGURADORA SINISTRO/MÉDIA MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=156,46.15384615384615,GM - Chevrolet,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2024,004517-9,8949,69666.0,0.3516780064881004,59216.1,ok
35,TOYOTA,ETIOS HB XPLUS AT,31000.0,2019,163,7822,SEGURADORA SINISTRO/MÉDIA MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=163,55.81395348837209,Toyota,ETIOS XLS 1.5 Flex 5p Aut.,2019,002150-4,7562,65714.0,0.4717411814833978,55856.9,ok
37,RENAULT,KWID ZEN 2,30500.0,2025,165,7822,SEGURADORA SINIST/REC FURTO/PEQ MONT,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=165,57.142857142857146,Renault,KWID Zen 1.0 Flex 12V 5p Mec.,2025,025266-2,8023,56737.0,0.5375680772688016,48226.45,ok
40,FORD,KA SE 1.0 HA C,14000.0,2019,189,7822,SEGURADORA SINISTRO/MÉDIA MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=189,52.63157894736842,Ford,Ka 1.0 SEL TiVCT Flex 5p,2019,003409-6,6914,45266.0,0.30928290549198073,38476.1,ok
43,CHEVROLET,ONIX 1.0MT LT,18000.0,2019,192,7822,SEGURADORA SINIST/REC FURTO/MED MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=192,70.0,GM - Chevrolet,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2019,004424-5,6232,54086.0,0.33280331324187407,45973.1,ok
44,HYUNDAI,HB20 10M VISION,25500.0,2022,193,7822,SEGURADORA SINISTRO/MÉDIA MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=193,46.51162790697674,Hyundai,HB20 Sense 1.0 Flex 12V Mec.,2022,015165-3,8854,58827.0,0.43347442500892447,50002.95,ok
45,FIAT,PULSE MT,35000.0,2022,194,7822,SEGURADORA SINIST/REM/REC FURTO/PEQ MONTA,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=194,76.92307692307692,Fiat,PULSE DRIVE 1.3 8V Flex Mec. ,2022,001545-8,9648,79961.0,0.4377133852753217,67966.84999999999,ok
49,FIAT,FASTBACK IMPETUS,45500.0,2023,202,7822,SEGURADORA SINIST/REC FURTO/PEQ MONT,http://www.freitasleiloeiro.com.br/Leiloes/LoteDetalhes?leilaoId=7822&loteNumero=202,60.869565217391305,Fiat,PULSE IMPETUS 1.0 TURBO 200 Flex Aut.,2023,001546-6,9649,102007.0,0.44604782024763007,86705.95,ok
